age,poem_date,sex,text,Unnamed: 0,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
21.0,29. des 2005,kvenmaður,"Hard is this living but still I amI am and I will beHere inside meI hear this voice inside my headso loud, so stongAnd still I amInside my head, inside my soulYou live there, all aloneBut here I am and I will beHere inside meDark is this mind but still I amI am and I will beAlone inside meI am and will beAlone I am….. ""All we have to decide is what we do with the time that is given to us""",25,25,0.0,0.5743,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['could', 'see', 'could', 'love', 'longer', 'whilebut', 'stand', 'muchnothe', 'ever', 'seem', 'enoughi', 'would', 'love', 'timesi', 'would', 'keep', 'heart', 'matter', 'waywhy', 'change', 'part', 'would', 'never', 'leave', 'untill', 'leave', 'coldi', 'could', 'sing', 'whenever', 'even', 'soundplease', 'try', 'make', 'love', 'stay', 'heart', 'forever', 'decide', 'time', 'give']"
21.0,19. des 2005,kvenmaður,"All I ever wanted was to loveand hopefully be lovedMaybe I was wrongMaybe there is no hope for any loveDidn´t you see meDidn´t you love me a bitAm I just so blind on the badOr was it because I was so often sadAll I ever saw was youMy love, my hopeMaybe I was blindMaybe you didn´t have me in your heartDidn´t you see the love in meDidn´t you feel all this soft feelingsWas I just like every other girlWas I just some toy to play with ""All we have to decide is what we do with the time that is given to us""",26,26,0.0,0.5161,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['could', 'tell', 'truth', 'fall', 'love', 'feel', 'still', 'stay', 'tell', 'say', 'feelcause', 'think', 'tell', 'thing', 'knowis', 'youmore', 'seein', 'world', 'day']"
21.0,13. des 2005,kvenmaður,"Dark ways, low daysPlease take all this pain and sorrowYour love still in my heart staysI´ll think of you tomorrowThis is how it was suppose to beLove grows and love diesI saw you, even if you didn´t see meAnd I still wonder if your words were lies ""All we have to decide is what we do with the time that is given to us""",27,27,1.0,0.6026,"feel, make, life, day, die, live, give, thing, find, cry","['mixed', 'emotion', 'fill', 'headhappiness', 'regret', 'excitement', 'feartime', 'pass', 'quickly', 'faster', 'could', 'imagine', 'long', 'wait', 'year', 'turn', 'month', 'month', 'week', 'week', 'day', 'flight', 'tomorrow', 'arrive', 'go', 'doubtful', 'feeling', 'increase', 'right', 'thing', 'leave', 'family', 'friend', 'behindand', 'move', 'continent', 'away', 'must', 'think', 'time', 'lie', 'ahead', 'promise', 'timeso', 'many', 'thing', 'yet', 'discoverednew', 'friend', 'fresh', 'say', 'opportunity', 'fool', 'take', 'make', 'return', 'similar', 'feeling', 'nowbut', 'feel', 'satisfactionin', 'know', 'much', 'grow', 'home', 'bacon']"
21.0,10. des 2005,kvenmaður,"I´m waiting for youThinking of the good timesYou said you would come, said you would be hereNow I sit here alone…Those good days, good memoriesAll so bright and clearWhy aren´t you here, why did you say you would beBut inside myself I know that you won´t comeI´m waiting for youThinking of your smileYou said you wouldn´t go, wouldn´t left me aloneNow I sit here and cry….Days come and days goAnd still I´m waiting for youEven now when I know that you won´t comeNow when I know…I won´t see you again… ""All we have to decide is what we do with the time that is given to us""",28,28,0.0,0.5887,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['end', 'cold', 'breeze', 'relax', 'soothe', 'soul', 'nearby', 'tree', 'bird', 'softly', 'caress', 'sun', 'slowly', 'make', 'way', 'man', 'womanside', 'side', 'arm', 'arm', 'walk', 'together', 'know', 'short', 'time', 'mere', 'week', 'end', 'first', 'class', 'know', 'friendscould', 'mind', 'wander', 'look', 'deep', 'find', 'courage', 'need', 'revealfeeling', 'bury', 'heart', 'fullstar', 'light', 'moment', 'take', 'hand', 'look', 'eye', 'moment', 'silence', 'feel', 'ease', 'word', 'long', 'say', 'come', 'last', 'love', 'love', 'heart', 'smile', 'light', 'whisper', 'love', 'home']"
21.0,24. nóv 2005,kvenmaður,"I will stand out and be strongI will let you see meI will let you see my tears´cause I don´t like my fearI won´t go and hideI won´t run from myselfI won´t…..be afraidI wish that you could understandI wish there wore no questionsI wish that I could understandI wish there wore no answers ""All we have to decide is what we do with the time that is given to us""",29,29,0.0,0.5147,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['little', 'housband', 'cause', 'drown', 'lie', 'shell', 'alone', 'never', 'pick', 'phone', 'noone', 'call', 'know', 'exept', 'little', 'mouse', 'choose', 'never', 'search', 'love', 'cause', 'love', 'come', 'sometimes', 'stand', 'people', 'life', 'cry', 'never', 'smile']"
21.0,21. nóv 2005,kvenmaður,"Dark night and I was aloneOne smile and my thoughts are gone Your touch so deep My life completeDark life and I am aloneOne smile and you are goneYour touch awayThis is a ruint dayDark eyse and broken soulSad look and I´m still aloneYour touch a historyMy life a quiet story ""All we have to decide is what we do with the time that is given to us""",30,30,0.0,0.5375,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['sit', 'smile', 'hellonothe', 'make', 'change', 'mind', 'word', 'loose', 'friend', 'smile', 'take', 'word', 'leave', 'abyss', 'leave', 'alone', 'lose', 'voice', 'lose', 'wordssomeone', 'take', 'first', 'last', 'goodbyefor', 'stay', 'heavenbut', 'mind', 'lose', 'voice', 'lose', 'wordssomeday', 'say', 'againsomeday', 'decide', 'time', 'give']"
21.0,17. okt 2005,kvenmaður,"I know I love youI know I doI wish to hold youyou want it toWhy did you breakwhat made this a hard daywhy did you feel so greyI know I need youI know I doI wish to see youyou´d wish it toWhy did you leavewhat made this unhappy daywhy couldn´t you just stayWhy….do I have to feel the same? ""All we have to decide is what we do with the time that is given to us""",31,31,0.0,0.5523,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['girl', 'girl', 'walk', 'street', 'big', 'worry', 'shoulder', 'lean', 'rest', 'little', 'foot', 'need', 'badly', 'hold', 'skirt', 'dirty', 'tear', 'old', 'shoe', 'shaggy', 'outworn', 'face', 'see', 'life', 'big', 'fear', 'eye', 'show', 'world', 'darkness', 'reflect', 'tear', 'stay', 'shadow', 'look', 'away', 'keep', 'head', 'low', 'want', 'try', 'standing', 'pain', 'try', 'strength', 'believe', 'vein', 'girl', 'walk', 'street', 'afraid', 'unable', 'hear', 'little', 'heart', 'beat', 'heart', 'keep', 'long', 'lose', 'dream', 'memory', 'life', 'fill', 'big', 'mean']"
21.0,17. okt 2005,kvenmaður,"I know I love youI know I doI wish to hold youyou want it toWhy did you breakwhat made this a hard daywhy did you feel so greyI know I need youI know I doI wish to see youyou´d wish it toWhy did you leavewhat made this unhappy daywhy couldn´t you just stayWhy….do I have to feel the same? ""All we have to decide is what we do with the time that is given to us""",32,32,0.0,0.6399,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['battle', 'take', 'heart', 'bring', 'backall', 'time', 'mean', 'little', 'word', 'sayevery', 'little', 'step', 'takei', 'still', 'mean', 'victory', 'hold', 'heart', 'hold', 'time', 'little', 'word', 'sayevery', 'little', 'step', 'takei', 'still', 'mean', 'battle', 'victorywe', 'take', 'soul', 'togetherour', 'time', 'happieness', 'painour', 'love', 'little', 'word', 'sayevery', 'little', 'step', 'still', 'mean', 'memory', 'decide', 'time', 'give']"
21.0,30. sep 2005,kvenmaður,"This smile will follow meeverywhere I goThese eyse will watch mewhatever I doI can understand youI´m sure you understand meWhy I said these thingswhy I cryed these tearsThis heart will always be hereeven if I pick the wrong wayThis soul will always be in meeven if you can´t see ""All we have to decide is what we do with the time that is given to us""",33,33,0.0,0.5916,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['gotsome', 'heart', 'right', 'beat', 'listen', 'soul', 'listen', 'mindthey', 'tell', 'story', 'lovethey', 'tell', 'story', 'heart', 'can', 'stop', 'dance', 'beatholding', 'dream', 'lovei', 'keep', 'beat', 'seelisten', 'soul', 'listen', 'mindthey', 'tell', 'tell', 'decide', 'time', 'give']"
21.0,11. ágú 2005,kvenmaður,"If only you would seeThese things you doEvery little thing I dodoesn´t mean a thing for youWhy do you act like thislike a person that doesn´t giva a shitWhy do you talk like you don´t careit´s like “how do you dare”I´m feeling so lonlyFeeling a little usedWhy can´t you see melike you once didIs it me….Is it the things I doIs it because of you…or is it the things YOU do ""All we have to decide is what we do with the time that is given to us""",34,34,1.0,0.5325,"feel, make, life, day, die, live, give, thing, find, cry","['look', 'think', 'think', 'see', 'sunrisewill', 'remember', 'remember', 'share', 'want', 'give', 'hopehope', 'love', 'lonely', 'nightsdo', 'think', 'sit', 'home', 'wish', 'hold', 'hand', 'almost', 'asleep', 'ohh', 'ever', 'ever', 'dream', 'want', 'give', 'lovegive', 'dream', 'nightwill', 'think', 'ever', 'ever', 'love', 'ohh', 'ever', 'ever', 'love', 'love', 'decide', 'time', 'give']"
21.0,15. maí 2005,kvenmaður,"What if love is just a fakeand this panic over heartbreakWhat if life isn´t realand these poor feelings we feelWhat if we never really dieand the floor is the skyWhat if this will all blow awayand there whore never a day~kannski einhverjar stafsetningarvillur~ ""All we have to decide is what we do with the time that is given to us""",35,35,0.0,0.6128,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['graceful', 'fly', 'fingersoothe', 'softly', 'look', 'eyesit', 'beautiful', 'talented', 'singertippe', 'beak', 'say', 'take', 'ray', 'lay', 'earth', 'wonder', 'friend', 'tree', 'entrance', 'door', 'feel', 'touch', 'shouldertalke', 'gently', 'ever', 'lowfairie', 'friend', 'become', 'even', 'bolderfollowe', 'closely', 'show', 'glow', 'lead', 'deep', 'forest', 'pondtickle', 'nose', 'fly', 'aroundsparkle', 'dust', 'come', 'wingssuddenly', 'see', 'beautiful', 'thing', 'gaze', 'sun', 'hold', 'glorygracefully', 'shine', 'bird', 'beesmy', 'talented', 'singer', 'little', 'storythank', 'listen', 'look', 'tree']"
21.0, 4. okt 2004,kvenmaður,"Now I wonderNow I know….That my love belongs to youand I hope you can seeNow I hopeNow I wish…..That I could make everything rightand stop saying these thingsNow I wonder Now I think….That my heart will diewithout your love ""All we have to decide is what we do with the time that is given to us""",36,36,0.0,0.5345,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['act', 'asleeptrained', 'breath', 'night', 'lay', 'alonelistene', 'other', 'sleepy', 'moansyou', 'condemn', 'dream', 'fill', 'sleepmaking', 'learn', 'secret', 'can', 'mind', 'fill', 'darkstop', 'scar', 'leave', 'markas', 'mind', 'derail', 'memory', 'asleep', 'remember', 'daysday', 'desperation', 'drain', 'energyyear', 'wish', 'could', 'break', 'freei', 'bring', 'rage', 'fearhe', 'sky', 'clearkeepe', 'secret', 'keep', 'hostage', 'can', 'tell', 'way', 'make', 'really', 'feel', 'read', 'form', 'escape', 'run', 'life']"
21.0,11. júl 2004,kvenmaður,"I don´t wanna say goodbyeI wanna see your smile everydayIf you aren´t here,I feel I could dieIf only you could feel this wayI´ll keep on tryingI´ll be there when you fallthere will be no lyingif I have you all ""All we have to decide is what we do with the time that is given to us""",37,37,0.0,0.5143,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['time', 'come', 'change', 'feel', 'air', 'see', 'look', 'strange', 'care', 'much', 'shure', 'step', 'much', 'hard', 'clutch', 'beforefreedom', 'long', 'dead', 'save', 'get', 'look', 'aheadit', 'sea', 'shoot', 'final', 'forgiveall', 'sin']"
,14. mar 2011,,sometimes it's not how widely you've smiledbut the reason why you stopped smiling sometimes we don't care who liedbut rather what was his purpose in lying sometimes it's not the times you've criedbut the tears you shed while cryingand sometimes it's not how many have died but who was with them while dyinghanna* “wasted on fixing all the problems that you made in your own head”,38,38,0.0,0.5348,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['sorrow', 'get', 'soon', 'go', 'rush', 'end', 'stay', 'long', 'handle', 'see', 'soul', 'slowly', 'bend', 'watch', 'burn', 'candle', 'believe', 'loose', 'friend', 'many', 'thing', 'untoldit', 'painful', 'watch', 'wither', 'handshivering', 'turn', 'cold', 'must', 'god', 'victim', 'news', 'affect', 'boy', 'sudden', 'end', 'happyness', 'take', 'bravery', 'courage', 'stand', 'hurrycane', 'sometimes', 'feel', 'lock', 'cage', 'least', 'leave', 'goodbye', 'kiss', 'tangarine']"
